,LOCATION,INDICATOR,TIME,Value
1499,MEX,TRADEGOOD,1999-Q1,2.377804
1500,MEX,TRADEGOOD,1999-Q2,6.732697
1501,MEX,TRADEGOOD,1999-Q3,5.351588
1502,MEX,TRADEGOOD,1999-Q4,5.01333
1503,MEX,TRADEGOOD,2000-Q1,7.278489
1504,MEX,TRADEGOOD,2000-Q2,2.836069
1505,MEX,TRADEGOOD,2000-Q3,4.633245
1506,MEX,TRADEGOOD,2000-Q4,3.117893
1507,MEX,TRADEGOOD,2001-Q1,-5.165332
1508,MEX,TRADEGOOD,2001-Q2,-2.886101
1509,MEX,TRADEGOOD,2001-Q3,-3.484409
1510,MEX,TRADEGOOD,2001-Q4,-1.528875
1511,MEX,TRADEGOOD,2002-Q1,2.064109
1512,MEX,TRADEGOOD,2002-Q2,3.869908
1513,MEX,TRADEGOOD,2002-Q3,0.08663597
1514,MEX,TRADEGOOD,2002-Q4,-0.6218435
1515,MEX,TRADEGOOD,2003-Q1,2.667236
1516,MEX,TRADEGOOD,2003-Q2,-4.303376
1517,MEX,TRADEGOOD,2003-Q3,2.743253
1518,MEX,TRADEGOOD,2003-Q4,5.566312
1519,MEX,TRADEGOOD,2004-Q1,4.149677
1520,MEX,TRADEGOOD,2004-Q2,3.924213
1521,MEX,TRADEGOOD,2004-Q3,1.920749
1522,MEX,TRADEGOOD,2004-Q4,2.243654
1523,MEX,TRADEGOOD,2005-Q1,2.692448
1524,MEX,TRADEGOOD,2005-Q2,5.655195
1525,MEX,TRADEGOOD,2005-Q3,1.311692
1526,MEX,TRADEGOOD,2005-Q4,9.647801
1527,MEX,TRADEGOOD,2006-Q1,5.635019
1528,MEX,TRADEGOOD,2006-Q2,1.254364
1529,MEX,TRADEGOOD,2006-Q3,0.06571481
1530,MEX,TRADEGOOD,2006-Q4,0.9501612
1531,MEX,TRADEGOOD,2007-Q1,0.2906136
1532,MEX,TRADEGOOD,2007-Q2,4.653869
1533,MEX,TRADEGOOD,2007-Q3,5.256902
1534,MEX,TRADEGOOD,2007-Q4,3.09092
1535,MEX,TRADEGOOD,2008-Q1,2.924202
1536,MEX,TRADEGOOD,2008-Q2,4.461743
1537,MEX,TRADEGOOD,2008-Q3,-0.6530561
1538,MEX,TRADEGOOD,2008-Q4,-19.58303
1539,MEX,TRADEGOOD,2009-Q1,-15.19468
1540,MEX,TRADEGOOD,2009-Q2,1.074578
1541,MEX,TRADEGOOD,2009-Q3,9.149185
1542,MEX,TRADEGOOD,2009-Q4,14.63027
1543,MEX,TRADEGOOD,2010-Q1,5.248274
1544,MEX,TRADEGOOD,2010-Q2,4.861029
1545,MEX,TRADEGOOD,2010-Q3,2.644459
1546,MEX,TRADEGOOD,2010-Q4,6.210909
1547,MEX,TRADEGOOD,2011-Q1,7.744301
1548,MEX,TRADEGOOD,2011-Q2,2.024717
1549,MEX,TRADEGOOD,2011-Q3,-0.1340438
1550,MEX,TRADEGOOD,2011-Q4,1.310613
1551,MEX,TRADEGOOD,2012-Q1,5.560706
1552,MEX,TRADEGOOD,2012-Q2,-1.239865
1553,MEX,TRADEGOOD,2012-Q3,-1.062906
1554,MEX,TRADEGOOD,2012-Q4,1.466981
1555,MEX,TRADEGOOD,2013-Q1,1.342923
1556,MEX,TRADEGOOD,2013-Q2,0.03171257
1557,MEX,TRADEGOOD,2013-Q3,1.763374
1558,MEX,TRADEGOOD,2013-Q4,-0.07221895
1559,MEX,TRADEGOOD,2014-Q1,0.7007045
1560,MEX,TRADEGOOD,2014-Q2,3.672096
1561,MEX,TRADEGOOD,2014-Q3,0.4830399
1562,MEX,TRADEGOOD,2014-Q4,-0.6467772
1563,MEX,TRADEGOOD,2015-Q1,-3.638931
1564,MEX,TRADEGOOD,2015-Q2,-0.2772075
1565,MEX,TRADEGOOD,2015-Q3,-0.2467047
1566,MEX,TRADEGOOD,2015-Q4,-2.908094
1567,MEX,TRADEGOOD,2016-Q1,-3.160959
1568,MEX,TRADEGOOD,2016-Q2,1.392192
1569,MEX,TRADEGOOD,2016-Q3,4.142581
1570,MEX,TRADEGOOD,2016-Q4,2.863144
1571,MEX,TRADEGOOD,2017-Q1,1.68942
1572,MEX,TRADEGOOD,2017-Q2,1.367262
1573,MEX,TRADEGOOD,2017-Q3,1.835709
1574,MEX,TRADEGOOD,2017-Q4,5.128301
1575,MEX,TRADEGOOD,2018-Q1,3.004053
1576,MEX,TRADEGOOD,2018-Q2,-0.0744812
1577,MEX,TRADEGOOD,2018-Q3,3.572106
1578,MEX,TRADEGOOD,2018-Q4,-0.8791233
1579,MEX,TRADEGOOD,2019-Q1,0.2720003
1580,MEX,TRADEGOOD,2019-Q2,2.446414
1581,MEX,TRADEGOOD,2019-Q3,-0.4520897
1582,MEX,TRADEGOOD,2019-Q4,-2.973597
1583,MEX,TRADEGOOD,2020-Q1,-0.000786402
1584,NLD,TRADEGOOD,1998-Q2,0.718419
1585,NLD,TRADEGOOD,1998-Q3,1.784651
1586,NLD,TRADEGOOD,1998-Q4,6.238871
1587,NLD,TRADEGOOD,1999-Q1,-3.244607
1588,NLD,TRADEGOOD,1999-Q2,-2.818688
1589,NLD,TRADEGOOD,1999-Q3,2.28817
1590,NLD,TRADEGOOD,1999-Q4,5.323112
1591,NLD,TRADEGOOD,2000-Q1,0.8267817
1592,NLD,TRADEGOOD,2000-Q2,1.322392
1593,NLD,TRADEGOOD,2000-Q3,0.9734771
1594,NLD,TRADEGOOD,2000-Q4,0.598747
1595,NLD,TRADEGOOD,2001-Q1,4.055076
1596,NLD,TRADEGOOD,2001-Q2,-5.793413
1597,NLD,TRADEGOOD,2001-Q3,-2.471459
1598,NLD,TRADEGOOD,2001-Q4,-1.017813
1599,NLD,TRADEGOOD,2002-Q1,-0.1897737
1600,NLD,TRADEGOOD,2002-Q2,6.111609
1601,NLD,TRADEGOOD,2002-Q3,7.842794
1602,NLD,TRADEGOOD,2002-Q4,2.599281
1603,NLD,TRADEGOOD,2003-Q1,10.42985
1604,NLD,TRADEGOOD,2003-Q2,0.01465784
1605,NLD,TRADEGOOD,2003-Q3,0.1603341
1606,NLD,TRADEGOOD,2003-Q4,9.881944
1607,NLD,TRADEGOOD,2004-Q1,6.184895
1608,NLD,TRADEGOOD,2004-Q2,1.502144
1609,NLD,TRADEGOOD,2004-Q3,4.658094
1610,NLD,TRADEGOOD,2004-Q4,6.762459
1611,NLD,TRADEGOOD,2005-Q1,5.049565
1612,NLD,TRADEGOOD,2005-Q2,-0.1019606
1613,NLD,TRADEGOOD,2005-Q3,1.397839
1614,NLD,TRADEGOOD,2005-Q4,0.3078542
1615,NLD,TRADEGOOD,2006-Q1,5.180081
1616,NLD,TRADEGOOD,2006-Q2,8.445866
1617,NLD,TRADEGOOD,2006-Q3,0.9225198
1618,NLD,TRADEGOOD,2006-Q4,5.282583
1619,NLD,TRADEGOOD,2007-Q1,3.253795
1620,NLD,TRADEGOOD,2007-Q2,3.666195
1621,NLD,TRADEGOOD,2007-Q3,4.822842
1622,NLD,TRADEGOOD,2007-Q4,9.905859
1623,NLD,TRADEGOOD,2008-Q1,6.968035
1624,NLD,TRADEGOOD,2008-Q2,5.097891
1625,NLD,TRADEGOOD,2008-Q3,-1.012566
1626,NLD,TRADEGOOD,2008-Q4,-21.96713
1627,NLD,TRADEGOOD,2009-Q1,-13.86941
1628,NLD,TRADEGOOD,2009-Q2,2.230616
1629,NLD,TRADEGOOD,2009-Q3,10.78893
1630,NLD,TRADEGOOD,2009-Q4,6.763577
1631,NLD,TRADEGOOD,2010-Q1,0.7774308
1632,NLD,TRADEGOOD,2010-Q2,-1.507708
1633,NLD,TRADEGOOD,2010-Q3,4.986413
1634,NLD,TRADEGOOD,2010-Q4,6.318112
1635,NLD,TRADEGOOD,2011-Q1,6.072315
1636,NLD,TRADEGOOD,2011-Q2,7.024006
1637,NLD,TRADEGOOD,2011-Q3,-1.250185
1638,NLD,TRADEGOOD,2011-Q4,-6.477654
1639,NLD,TRADEGOOD,2012-Q1,2.655831
1640,NLD,TRADEGOOD,2012-Q2,0.3687126
1641,NLD,TRADEGOOD,2012-Q3,-4.306371
1642,NLD,TRADEGOOD,2012-Q4,5.541882
1643,NLD,TRADEGOOD,2013-Q1,2.088864
1644,NLD,TRADEGOOD,2013-Q2,-4.024973
1645,NLD,TRADEGOOD,2013-Q3,1.369049
1646,NLD,TRADEGOOD,2013-Q4,3.410241
1647,NLD,TRADEGOOD,2014-Q1,1.616864
1648,NLD,TRADEGOOD,2014-Q2,-0.8193635
1649,NLD,TRADEGOOD,2014-Q3,-3.244484
1650,NLD,TRADEGOOD,2014-Q4,-4.716806
1651,NLD,TRADEGOOD,2015-Q1,-9.499565
1652,NLD,TRADEGOOD,2015-Q2,1.610249
1653,NLD,TRADEGOOD,2015-Q3,-3.160713
1654,NLD,TRADEGOOD,2015-Q4,-1.916071
1655,NLD,TRADEGOOD,2016-Q1,-2.163161
1656,NLD,TRADEGOOD,2016-Q2,5.244843
1657,NLD,TRADEGOOD,2016-Q3,0.09266979
1658,NLD,TRADEGOOD,2016-Q4,1.697243
1659,NLD,TRADEGOOD,2017-Q1,5.092028
1660,NLD,TRADEGOOD,2017-Q2,2.902211
1661,NLD,TRADEGOOD,2017-Q3,6.676763
1662,NLD,TRADEGOOD,2017-Q4,3.855501
1663,NLD,TRADEGOOD,2018-Q1,5.707378
1664,NLD,TRADEGOOD,2018-Q2,-1.860451
1665,NLD,TRADEGOOD,2018-Q3,1.105082
1666,NLD,TRADEGOOD,2018-Q4,-2.650499
1667,NLD,TRADEGOOD,2019-Q1,0.9365539
1668,NLD,TRADEGOOD,2019-Q2,-2.695209
1669,NLD,TRADEGOOD,2019-Q3,-0.1897868
1670,NLD,TRADEGOOD,2019-Q4,1.676177
1671,NLD,TRADEGOOD,2020-Q1,-3.489704
1672,NZL,TRADEGOOD,1998-Q2,-9.623899
1673,NZL,TRADEGOOD,1998-Q3,-2.30906
1674,NZL,TRADEGOOD,1998-Q4,3.951905
1675,NZL,TRADEGOOD,1999-Q1,3.546133
1676,NZL,TRADEGOOD,1999-Q2,-2.503959
1677,NZL,TRADEGOOD,1999-Q3,7.126875
1678,NZL,TRADEGOOD,1999-Q4,-1.038017
1679,NZL,TRADEGOOD,2000-Q1,4.799301
1680,NZL,TRADEGOOD,2000-Q2,-0.7814162
1681,NZL,TRADEGOOD,2000-Q3,-1.91732
1682,NZL,TRADEGOOD,2000-Q4,3.203779
1683,NZL,TRADEGOOD,2001-Q1,4.03332
1684,NZL,TRADEGOOD,2001-Q2,-2.168976
1685,NZL,TRADEGOOD,2001-Q3,1.960773
1686,NZL,TRADEGOOD,2001-Q4,-4.267451
1687,NZL,TRADEGOOD,2002-Q1,2.802633
1688,NZL,TRADEGOOD,2002-Q2,6.210047
1689,NZL,TRADEGOOD,2002-Q3,-0.5370713
1690,NZL,TRADEGOOD,2002-Q4,1.452526
1691,NZL,TRADEGOOD,2003-Q1,8.540733
1692,NZL,TRADEGOOD,2003-Q2,-1.559851
1693,NZL,TRADEGOOD,2003-Q3,5.948316
1694,NZL,TRADEGOOD,2003-Q4,6.816575
1695,NZL,TRADEGOOD,2004-Q1,13.06745
1696,NZL,TRADEGOOD,2004-Q2,0.3551007
1697,NZL,TRADEGOOD,2004-Q3,-4.689728
1698,NZL,TRADEGOOD,2004-Q4,13.19897
1699,NZL,TRADEGOOD,2005-Q1,2.987011
1700,NZL,TRADEGOOD,2005-Q2,-2.868917
1701,NZL,TRADEGOOD,2005-Q3,-3.360804
1702,NZL,TRADEGOOD,2005-Q4,2.665104
1703,NZL,TRADEGOOD,2006-Q1,-1.423501
1704,NZL,TRADEGOOD,2006-Q2,3.427024
1705,NZL,TRADEGOOD,2006-Q3,6.513722
1706,NZL,TRADEGOOD,2006-Q4,-2.086661
1707,NZL,TRADEGOOD,2007-Q1,5.20754
1708,NZL,TRADEGOOD,2007-Q2,4.271953
1709,NZL,TRADEGOOD,2007-Q3,5.558048
1710,NZL,TRADEGOOD,2007-Q4,19.92363
1711,NZL,TRADEGOOD,2008-Q1,1.70023
1712,NZL,TRADEGOOD,2008-Q2,-1.380718
1713,NZL,TRADEGOOD,2008-Q3,-0.1135289
1714,NZL,TRADEGOOD,2008-Q4,-18.29733
1715,NZL,TRADEGOOD,2009-Q1,-13.69618
1716,NZL,TRADEGOOD,2009-Q2,6.739543
1717,NZL,TRADEGOOD,2009-Q3,8.459316
1718,NZL,TRADEGOOD,2009-Q4,4.568498
1719,NZL,TRADEGOOD,2010-Q1,8.315686
1720,NZL,TRADEGOOD,2010-Q2,4.685535
1721,NZL,TRADEGOOD,2010-Q3,1.78511
1722,NZL,TRADEGOOD,2010-Q4,6.828892
1723,NZL,TRADEGOOD,2011-Q1,3.90441
1724,NZL,TRADEGOOD,2011-Q2,12.68209
1725,NZL,TRADEGOOD,2011-Q3,-0.5299003
1726,NZL,TRADEGOOD,2011-Q4,-5.586393
1727,NZL,TRADEGOOD,2012-Q1,0.6033136
1728,NZL,TRADEGOOD,2012-Q2,-0.7201885
1729,NZL,TRADEGOOD,2012-Q3,2.992095
1730,NZL,TRADEGOOD,2012-Q4,-3.003997
1731,NZL,TRADEGOOD,2013-Q1,3.123013
1732,NZL,TRADEGOOD,2013-Q2,-2.20698
1733,NZL,TRADEGOOD,2013-Q3,3.73252
1734,NZL,TRADEGOOD,2013-Q4,13.04544
1735,NZL,TRADEGOOD,2014-Q1,2.724617
1736,NZL,TRADEGOOD,2014-Q2,-4.362631
1737,NZL,TRADEGOOD,2014-Q3,-6.160548
1738,NZL,TRADEGOOD,2014-Q4,-4.968357
1739,NZL,TRADEGOOD,2015-Q1,-3.563355
1740,NZL,TRADEGOOD,2015-Q2,-5.284243
1741,NZL,TRADEGOOD,2015-Q3,-5.275719
1742,NZL,TRADEGOOD,2015-Q4,-2.827615
1743,NZL,TRADEGOOD,2016-Q1,1.432024
1744,NZL,TRADEGOOD,2016-Q2,4.493503
1745,NZL,TRADEGOOD,2016-Q3,0.9240353
1746,NZL,TRADEGOOD,2016-Q4,-1.283497
1747,NZL,TRADEGOOD,2017-Q1,5.257097
1748,NZL,TRADEGOOD,2017-Q2,5.398916
1749,NZL,TRADEGOOD,2017-Q3,3.215336
1750,NZL,TRADEGOOD,2017-Q4,2.401733
1751,NZL,TRADEGOOD,2018-Q1,-0.2207205
1752,NZL,TRADEGOOD,2018-Q2,-0.01233446
1753,NZL,TRADEGOOD,2018-Q3,0.6126738
1754,NZL,TRADEGOOD,2018-Q4,-2.38908
1755,NZL,TRADEGOOD,2019-Q1,3.626819
1756,NZL,TRADEGOOD,2019-Q2,-1.745398
1757,NZL,TRADEGOOD,2019-Q3,-3.494743
1758,NZL,TRADEGOOD,2019-Q4,2.053731
1759,NZL,TRADEGOOD,2020-Q1,0.9073784
1760,NOR,TRADEGOOD,1998-Q2,-6.838829
1761,NOR,TRADEGOOD,1998-Q3,-7.118023
1762,NOR,TRADEGOOD,1998-Q4,-1.458947
1763,NOR,TRADEGOOD,1999-Q1,-0.6254621
1764,NOR,TRADEGOOD,1999-Q2,12.00725
1765,NOR,TRADEGOOD,1999-Q3,15.10854
1766,NOR,TRADEGOOD,1999-Q4,11.10987
1767,NOR,TRADEGOOD,2000-Q1,5.833014
1768,NOR,TRADEGOOD,2000-Q2,0.3537843
1769,NOR,TRADEGOOD,2000-Q3,11.41443
1770,NOR,TRADEGOOD,2000-Q4,-0.6854085
1771,NOR,TRADEGOOD,2001-Q1,-3.712413
1772,NOR,TRADEGOOD,2001-Q2,-0.8388306
1773,NOR,TRADEGOOD,2001-Q3,0.9322553
1774,NOR,TRADEGOOD,2001-Q4,-8.78688
1775,NOR,TRADEGOOD,2002-Q1,-5.562686
1776,NOR,TRADEGOOD,2002-Q2,12.74897
1777,NOR,TRADEGOOD,2002-Q3,5.87315
1778,NOR,TRADEGOOD,2002-Q4,3.798176
1779,NOR,TRADEGOOD,2003-Q1,5.279726
1780,NOR,TRADEGOOD,2003-Q2,-1.048144
1781,NOR,TRADEGOOD,2003-Q3,-4.379305
1782,NOR,TRADEGOOD,2003-Q4,12.25743
1783,NOR,TRADEGOOD,2004-Q1,3.516551
1784,NOR,TRADEGOOD,2004-Q2,6.854342
1785,NOR,TRADEGOOD,2004-Q3,4.404397
1786,NOR,TRADEGOOD,2004-Q4,7.005622
1787,NOR,TRADEGOOD,2005-Q1,8.374318
1788,NOR,TRADEGOOD,2005-Q2,4.501906
1789,NOR,TRADEGOOD,2005-Q3,7.31467
1790,NOR,TRADEGOOD,2005-Q4,-0.6904719
1791,NOR,TRADEGOOD,2006-Q1,8.736001
1792,NOR,TRADEGOOD,2006-Q2,7.463346
1793,NOR,TRADEGOOD,2006-Q3,-0.8378138
1794,NOR,TRADEGOOD,2006-Q4,-4.133193
1795,NOR,TRADEGOOD,2007-Q1,0.5160449
1796,NOR,TRADEGOOD,2007-Q2,8.681024
1797,NOR,TRADEGOOD,2007-Q3,4.880997
1798,NOR,TRADEGOOD,2007-Q4,12.91577
1799,NOR,TRADEGOOD,2008-Q1,12.21943
1800,NOR,TRADEGOOD,2008-Q2,13.42814
1801,NOR,TRADEGOOD,2008-Q3,-7.772137
1802,NOR,TRADEGOOD,2008-Q4,-28.08766
1803,NOR,TRADEGOOD,2009-Q1,-13.05065
1804,NOR,TRADEGOOD,2009-Q2,-6.693012
1805,NOR,TRADEGOOD,2009-Q3,11.52249
1806,NOR,TRADEGOOD,2009-Q4,6.651522
1807,NOR,TRADEGOOD,2010-Q1,5.347044
1808,NOR,TRADEGOOD,2010-Q2,-6.271009
1809,NOR,TRADEGOOD,2010-Q3,-1.284508
1810,NOR,TRADEGOOD,2010-Q4,12.9557
1811,NOR,TRADEGOOD,2011-Q1,10.59416
1812,NOR,TRADEGOOD,2011-Q2,7.003311
1813,NOR,TRADEGOOD,2011-Q3,1.10983
1814,NOR,TRADEGOOD,2011-Q4,-6.025753
1815,NOR,TRADEGOOD,2012-Q1,8.593598
1816,NOR,TRADEGOOD,2012-Q2,-4.258428
1817,NOR,TRADEGOOD,2012-Q3,-7.180106
1818,NOR,TRADEGOOD,2012-Q4,3.379052
1819,NOR,TRADEGOOD,2013-Q1,2.399966
1820,NOR,TRADEGOOD,2013-Q2,-4.608871
1821,NOR,TRADEGOOD,2013-Q3,1.032366
1822,NOR,TRADEGOOD,2013-Q4,1.323458
1823,NOR,TRADEGOOD,2014-Q1,1.05326
1824,NOR,TRADEGOOD,2014-Q2,-5.299767
1825,NOR,TRADEGOOD,2014-Q3,-5.973152
1826,NOR,TRADEGOOD,2014-Q4,-8.002657
1827,NOR,TRADEGOOD,2015-Q1,-16.32277
1828,NOR,TRADEGOOD,2015-Q2,1.611231
1829,NOR,TRADEGOOD,2015-Q3,-4.585138
1830,NOR,TRADEGOOD,2015-Q4,-12.22391
1831,NOR,TRADEGOOD,2016-Q1,-10.77731
1832,NOR,TRADEGOOD,2016-Q2,8.744112
1833,NOR,TRADEGOOD,2016-Q3,-0.4597053
1834,NOR,TRADEGOOD,2016-Q4,8.11348
1835,NOR,TRADEGOOD,2017-Q1,6.071942
1836,NOR,TRADEGOOD,2017-Q2,0.1735997
1837,NOR,TRADEGOOD,2017-Q3,3.128263
1838,NOR,TRADEGOOD,2017-Q4,2.605646
1839,NOR,TRADEGOOD,2018-Q1,11.56165
1840,NOR,TRADEGOOD,2018-Q2,2.736108
1841,NOR,TRADEGOOD,2018-Q3,3.97315
1842,NOR,TRADEGOOD,2018-Q4,-8.525516
1843,NOR,TRADEGOOD,2019-Q1,-6.087871
1844,NOR,TRADEGOOD,2019-Q2,-2.752783
1845,NOR,TRADEGOOD,2019-Q3,-12.52083
1846,NOR,TRADEGOOD,2019-Q4,8.763296
1847,NOR,TRADEGOOD,2020-Q1,-14.15592
1848,POL,TRADEGOOD,1998-Q2,1.876
1849,POL,TRADEGOOD,1998-Q3,-3.525719
1850,POL,TRADEGOOD,1998-Q4,1.005616
1851,POL,TRADEGOOD,1999-Q1,-5.385918
1852,POL,TRADEGOOD,1999-Q2,0.5645629
1853,POL,TRADEGOOD,1999-Q3,1.931374
1854,POL,TRADEGOOD,1999-Q4,5.719298
1855,POL,TRADEGOOD,2000-Q1,6.265685
1856,POL,TRADEGOOD,2000-Q2,1.261264
1857,POL,TRADEGOOD,2000-Q3,4.262383
1858,POL,TRADEGOOD,2000-Q4,2.928053
1859,POL,TRADEGOOD,2001-Q1,10.80045
1860,POL,TRADEGOOD,2001-Q2,-2.795031
1861,POL,TRADEGOOD,2001-Q3,0.2681749
1862,POL,TRADEGOOD,2001-Q4,-0.1124697
1863,POL,TRADEGOOD,2002-Q1,4.377661
1864,POL,TRADEGOOD,2002-Q2,5.34835
1865,POL,TRADEGOOD,2002-Q3,6.017124
1866,POL,TRADEGOOD,2002-Q4,8.126881
1867,POL,TRADEGOOD,2003-Q1,5.210321
1868,POL,TRADEGOOD,2003-Q2,11.02223
1869,POL,TRADEGOOD,2003-Q3,3.139533
1870,POL,TRADEGOOD,2003-Q4,10.20235
1871,POL,TRADEGOOD,2004-Q1,11.66788
1872,POL,TRADEGOOD,2004-Q2,6.091906
1873,POL,TRADEGOOD,2004-Q3,7.013555
1874,POL,TRADEGOOD,2004-Q4,11.51985
1875,POL,TRADEGOOD,2005-Q1,5.578328
1876,POL,TRADEGOOD,2005-Q2,-3.665316
1877,POL,TRADEGOOD,2005-Q3,1.77202
1878,POL,TRADEGOOD,2005-Q4,7.506879
1879,POL,TRADEGOOD,2006-Q1,5.670121
1880,POL,TRADEGOOD,2006-Q2,8.352274
1881,POL,TRADEGOOD,2006-Q3,5.446696
1882,POL,TRADEGOOD,2006-Q4,7.852811
1883,POL,TRADEGOOD,2007-Q1,2.544507
1884,POL,TRADEGOOD,2007-Q2,6.780288
1885,POL,TRADEGOOD,2007-Q3,6.009101
1886,POL,TRADEGOOD,2007-Q4,11.6188
1887,POL,TRADEGOOD,2008-Q1,10.32855
1888,POL,TRADEGOOD,2008-Q2,6.098476
1889,POL,TRADEGOOD,2008-Q3,-1.196591
1890,POL,TRADEGOOD,2008-Q4,-26.42473
1891,POL,TRADEGOOD,2009-Q1,-12.61347
1892,POL,TRADEGOOD,2009-Q2,7.401138
1893,POL,TRADEGOOD,2009-Q3,12.7208
1894,POL,TRADEGOOD,2009-Q4,9.759417
1895,POL,TRADEGOOD,2010-Q1,-1.20688
1896,POL,TRADEGOOD,2010-Q2,-2.152221
1897,POL,TRADEGOOD,2010-Q3,4.854285
1898,POL,TRADEGOOD,2010-Q4,7.408297
1899,POL,TRADEGOOD,2011-Q1,6.137033
1900,POL,TRADEGOOD,2011-Q2,8.863679
1901,POL,TRADEGOOD,2011-Q3,-2.653364
1902,POL,TRADEGOOD,2011-Q4,-4.557375
1903,POL,TRADEGOOD,2012-Q1,0.4629402
1904,POL,TRADEGOOD,2012-Q2,-1.616957
1905,POL,TRADEGOOD,2012-Q3,1.831473
1906,POL,TRADEGOOD,2012-Q4,3.505393
1907,POL,TRADEGOOD,2013-Q1,4.24156
1908,POL,TRADEGOOD,2013-Q2,-1.552609
1909,POL,TRADEGOOD,2013-Q3,6.263953
1910,POL,TRADEGOOD,2013-Q4,2.777478
1911,POL,TRADEGOOD,2014-Q1,2.643574
1912,POL,TRADEGOOD,2014-Q2,3.675506
1913,POL,TRADEGOOD,2014-Q3,-4.131557
1914,POL,TRADEGOOD,2014-Q4,-3.274417
1915,POL,TRADEGOOD,2015-Q1,-6.87906
1916,POL,TRADEGOOD,2015-Q2,1.276939
1917,POL,TRADEGOOD,2015-Q3,0.2067087
1918,POL,TRADEGOOD,2015-Q4,-0.7615122
1919,POL,TRADEGOOD,2016-Q1,-0.8249038
1920,POL,TRADEGOOD,2016-Q2,5.339096
1921,POL,TRADEGOOD,2016-Q3,-1.108001
1922,POL,TRADEGOOD,2016-Q4,0.4084482
1923,POL,TRADEGOOD,2017-Q1,3.549054
1924,POL,TRADEGOOD,2017-Q2,6.883739
1925,POL,TRADEGOOD,2017-Q3,7.557591
1926,POL,TRADEGOOD,2017-Q4,1.919563
1927,POL,TRADEGOOD,2018-Q1,6.608012
1928,POL,TRADEGOOD,2018-Q2,-0.2684901
1929,POL,TRADEGOOD,2018-Q3,-1.744835
1930,POL,TRADEGOOD,2018-Q4,-1.060117
1931,POL,TRADEGOOD,2019-Q1,2.566121
1932,POL,TRADEGOOD,2019-Q2,3.021654
1933,POL,TRADEGOOD,2019-Q3,-3.674553
1934,POL,TRADEGOOD,2019-Q4,-0.1607718
1935,POL,TRADEGOOD,2020-Q1,0.2893321
1936,PRT,TRADEGOOD,1998-Q2,4.178355
1937,PRT,TRADEGOOD,1998-Q3,0.1226957
1938,PRT,TRADEGOOD,1998-Q4,6.50663
1939,PRT,TRADEGOOD,1999-Q1,-4.074769
1940,PRT,TRADEGOOD,1999-Q2,-5.263566
1941,PRT,TRADEGOOD,1999-Q3,1.273375
1942,PRT,TRADEGOOD,1999-Q4,3.768428
1943,PRT,TRADEGOOD,2000-Q1,-1.048949
1944,PRT,TRADEGOOD,2000-Q2,-5.204154
1945,PRT,TRADEGOOD,2000-Q3,5.690542
1946,PRT,TRADEGOOD,2000-Q4,1.589439
1947,PRT,TRADEGOOD,2001-Q1,-0.430654
1948,PRT,TRADEGOOD,2001-Q2,-3.318739
1949,PRT,TRADEGOOD,2001-Q3,-3.686792
1950,PRT,TRADEGOOD,2001-Q4,2.311096
1951,PRT,TRADEGOOD,2002-Q1,-0.9688615
1952,PRT,TRADEGOOD,2002-Q2,8.937099
1953,PRT,TRADEGOOD,2002-Q3,4.329151
1954,PRT,TRADEGOOD,2002-Q4,1.996715
1955,PRT,TRADEGOOD,2003-Q1,11.63657
1956,PRT,TRADEGOOD,2003-Q2,3.601256
1957,PRT,TRADEGOOD,2003-Q3,-0.4827622
1958,PRT,TRADEGOOD,2003-Q4,6.161662
1959,PRT,TRADEGOOD,2004-Q1,6.102857
1960,PRT,TRADEGOOD,2004-Q2,-1.73354
1961,PRT,TRADEGOOD,2004-Q3,-0.4297235
1962,PRT,TRADEGOOD,2004-Q4,4.844885
1963,PRT,TRADEGOOD,2005-Q1,9.202973
1964,PRT,TRADEGOOD,2005-Q2,-4.00673
1965,PRT,TRADEGOOD,2005-Q3,0.5727938
1966,PRT,TRADEGOOD,2005-Q4,2.168308
1967,PRT,TRADEGOOD,2006-Q1,2.235225
1968,PRT,TRADEGOOD,2006-Q2,10.35946
1969,PRT,TRADEGOOD,2006-Q3,6.021078
1970,PRT,TRADEGOOD,2006-Q4,5.636623
1971,PRT,TRADEGOOD,2007-Q1,0.7669703
1972,PRT,TRADEGOOD,2007-Q2,3.275065
1973,PRT,TRADEGOOD,2007-Q3,2.238991
1974,PRT,TRADEGOOD,2007-Q4,6.547835
1975,PRT,TRADEGOOD,2008-Q1,9.59042
1976,PRT,TRADEGOOD,2008-Q2,1.344824
1977,PRT,TRADEGOOD,2008-Q3,-4.823944
1978,PRT,TRADEGOOD,2008-Q4,-23.65934
1979,PRT,TRADEGOOD,2009-Q1,-13.60927
1980,PRT,TRADEGOOD,2009-Q2,6.645541
1981,PRT,TRADEGOOD,2009-Q3,10.57984
1982,PRT,TRADEGOOD,2009-Q4,8.535361
1983,PRT,TRADEGOOD,2010-Q1,-2.834716
1984,PRT,TRADEGOOD,2010-Q2,-5.328293
1985,PRT,TRADEGOOD,2010-Q3,6.465786
1986,PRT,TRADEGOOD,2010-Q4,9.785769
1987,PRT,TRADEGOOD,2011-Q1,4.346225
1988,PRT,TRADEGOOD,2011-Q2,9.282523
1989,PRT,TRADEGOOD,2011-Q3,0.2376103
1990,PRT,TRADEGOOD,2011-Q4,-2.057514
1991,PRT,TRADEGOOD,2012-Q1,-1.656928
