,Date,Variable,Value,Gender,Val2
6048,2013-03,Ages 50-64,0.373,Female,37.3
6052,2013-03,Ages 65+,0.934,Female,93.4
6056,2013-03,Ages 16-24,0.39399999999999996,Female,39.4
6180,2013-06,Ages 25-34,0.15,All,15.0
6184,2013-06,Ages 35-49,0.138,All,13.8
6188,2013-06,Ages 50-64,0.303,All,30.3
6192,2013-06,Ages 65+,0.905,All,90.5
6196,2013-06,Ages 16-24,0.376,All,37.6
6200,2013-06,Ages 25-34,0.071,Male,7.1
6204,2013-06,Ages 35-49,0.077,Male,7.7
6208,2013-06,Ages 50-64,0.23800000000000002,Male,23.8
6212,2013-06,Ages 65+,0.872,Male,87.2
6216,2013-06,Ages 16-24,0.353,Male,35.3
6220,2013-06,Ages 25-34,0.228,Female,22.8
6224,2013-06,Ages 35-49,0.196,Female,19.6
6228,2013-06,Ages 50-64,0.36700000000000005,Female,36.7
6232,2013-06,Ages 65+,0.932,Female,93.2
6236,2013-06,Ages 16-24,0.4,Female,40.0
6360,2013-09,Ages 25-34,0.15,All,15.0
6364,2013-09,Ages 35-49,0.138,All,13.8
6368,2013-09,Ages 50-64,0.299,All,29.9
6372,2013-09,Ages 65+,0.902,All,90.2
6376,2013-09,Ages 16-24,0.37799999999999995,All,37.8
6380,2013-09,Ages 25-34,0.07,Male,7.0
6384,2013-09,Ages 35-49,0.078,Male,7.8
6388,2013-09,Ages 50-64,0.233,Male,23.3
6392,2013-09,Ages 65+,0.8690000000000001,Male,86.9
6396,2013-09,Ages 16-24,0.355,Male,35.5
6400,2013-09,Ages 25-34,0.22899999999999998,Female,22.9
6404,2013-09,Ages 35-49,0.196,Female,19.6
6408,2013-09,Ages 50-64,0.363,Female,36.3
6412,2013-09,Ages 65+,0.93,Female,93.0
6416,2013-09,Ages 16-24,0.401,Female,40.1
6540,2013-12,Ages 25-34,0.15,All,15.0
6544,2013-12,Ages 35-49,0.13699999999999998,All,13.7
6548,2013-12,Ages 50-64,0.29600000000000004,All,29.6
6552,2013-12,Ages 65+,0.902,All,90.2
6556,2013-12,Ages 16-24,0.379,All,37.9
6560,2013-12,Ages 25-34,0.069,Male,6.9
6564,2013-12,Ages 35-49,0.076,Male,7.6
6568,2013-12,Ages 50-64,0.23,Male,23.0
6572,2013-12,Ages 65+,0.8690000000000001,Male,86.9
6576,2013-12,Ages 16-24,0.35700000000000004,Male,35.7
6580,2013-12,Ages 25-34,0.23,Female,23.0
6584,2013-12,Ages 35-49,0.19699999999999998,Female,19.7
6588,2013-12,Ages 50-64,0.36,Female,36.0
6592,2013-12,Ages 65+,0.9279999999999999,Female,92.8
6596,2013-12,Ages 16-24,0.402,Female,40.2
6720,2014-03,Ages 25-34,0.149,All,14.9
6724,2014-03,Ages 35-49,0.138,All,13.8
6728,2014-03,Ages 50-64,0.293,All,29.3
6732,2014-03,Ages 65+,0.9,All,90.0
6736,2014-03,Ages 16-24,0.384,All,38.4
6740,2014-03,Ages 25-34,0.068,Male,6.8
6744,2014-03,Ages 35-49,0.076,Male,7.6
6748,2014-03,Ages 50-64,0.23,Male,23.0
6752,2014-03,Ages 65+,0.8690000000000001,Male,86.9
6756,2014-03,Ages 16-24,0.36200000000000004,Male,36.2
6760,2014-03,Ages 25-34,0.22899999999999998,Female,22.9
6764,2014-03,Ages 35-49,0.198,Female,19.8
6768,2014-03,Ages 50-64,0.355,Female,35.5
6772,2014-03,Ages 65+,0.927,Female,92.7
6776,2014-03,Ages 16-24,0.40700000000000003,Female,40.7
6900,2014-06,Ages 25-34,0.149,All,14.9
6904,2014-06,Ages 35-49,0.136,All,13.6
6908,2014-06,Ages 50-64,0.292,All,29.2
6912,2014-06,Ages 65+,0.899,All,89.9
6916,2014-06,Ages 16-24,0.387,All,38.7
6920,2014-06,Ages 25-34,0.068,Male,6.8
6924,2014-06,Ages 35-49,0.076,Male,7.6
6928,2014-06,Ages 50-64,0.228,Male,22.8
6932,2014-06,Ages 65+,0.867,Male,86.7
6936,2014-06,Ages 16-24,0.371,Male,37.1
6940,2014-06,Ages 25-34,0.228,Female,22.8
6944,2014-06,Ages 35-49,0.195,Female,19.5
6948,2014-06,Ages 50-64,0.354,Female,35.4
6952,2014-06,Ages 65+,0.925,Female,92.5
6956,2014-06,Ages 16-24,0.40399999999999997,Female,40.4
7080,2014-09,Ages 25-34,0.149,All,14.9
7084,2014-09,Ages 35-49,0.134,All,13.4
7088,2014-09,Ages 50-64,0.29100000000000004,All,29.1
7092,2014-09,Ages 65+,0.898,All,89.8
7096,2014-09,Ages 16-24,0.38799999999999996,All,38.8
7100,2014-09,Ages 25-34,0.069,Male,6.9
7104,2014-09,Ages 35-49,0.076,Male,7.6
7108,2014-09,Ages 50-64,0.22899999999999998,Male,22.9
7112,2014-09,Ages 65+,0.867,Male,86.7
7116,2014-09,Ages 16-24,0.37200000000000005,Male,37.2
7120,2014-09,Ages 25-34,0.22699999999999998,Female,22.7
7124,2014-09,Ages 35-49,0.191,Female,19.1
7128,2014-09,Ages 50-64,0.35100000000000003,Female,35.1
7132,2014-09,Ages 65+,0.924,Female,92.4
7136,2014-09,Ages 16-24,0.40399999999999997,Female,40.4
7260,2014-12,Ages 25-34,0.149,All,14.9
